source,target,Weight,piece_count
"A:maj","G#:maj",4,1
"A:maj","G:maj/5",4,1
"A:maj/2","B:min",4,1
"A:maj/2","C#:min7",4,1
"A:maj/3","D:maj/3",4,1
"A:maj/3","D:maj7/3",4,1
"A:maj/3","D:min",4,1
"A:maj/5","A:maj/3",4,1
"A:maj/5","D:maj/3",4,1
"A:maj/b7","Ab:maj/7",4,1
"A:maj/b7","F#:min",4,1
"A:maj6","A:maj7",4,2
"A:maj6","D:maj",4,1
"A:maj9","D:maj",4,1
"A:maj9","E:sus4(b7)",4,1
"A:min","A:min9",4,1
"A:min","B:min7",4,1
"A:min","Bb:maj6",4,1
"A:min","D:maj/5",4,1
"A:min","E:7/3",4,1
"A:min","G:1/1",4,1
"A:min","G:maj/2",4,1
"A:min","G:maj/3",4,2
"A:min","G:min",4,2
"A:min","G:min7",4,2
"A:min/b3","Bb:maj9",4,1
"A:min/b3","D:sus2(b7)",4,1
"A:min6","E:maj",4,1
"A:min7","B:7",4,1
"A:min7","B:maj",4,1
"A:min7","Bb:maj9",4,1
"A:min7","D:9",4,1
"A:min7","Eb:maj9",4,2
"A:min7","F:sus4(b7,9)",4,1
"A:sus2","B:maj/b7",4,1
"A:sus4","B:min",4,1
"A:sus4","B:sus4",4,1
"A:sus4","G:sus4",4,1
"A:sus4(b7)","D:maj9",4,1
"A:sus4(b7,9,13)","F#:maj",4,1
"A:sus4/5","A:maj/3",4,1
"Ab:(b7)","Gb:(b7)",4,1
"Ab:5","Eb:min",4,1
"Ab:7","Ab:1/1",4,1
"Ab:7/3","Db:maj",4,1
"Ab:7/5","Eb:min7",4,1
"Ab:7/b7","F:min",4,1
"Ab:maj","A:dim",4,2
"Ab:maj","Ab:1/1",4,2
"Ab:maj","Ab:7/b7",4,1
"Ab:maj","Ab:maj/5",4,1
"Ab:maj","Bb:maj6",4,1
"Ab:maj","C:7/5",4,1
"Ab:maj","Eb:maj7",4,1
"Ab:maj","Eb:min7",4,2
"Ab:maj","Gb:maj(9)/2",4,1
"Ab:maj(9)","F:sus4(9)",4,1
"Ab:maj/3","Bb:min7",4,1
"Ab:maj/4","Db:maj",4,1
"Ab:maj/7","A:maj/b7",4,1
"Ab:maj/7","Bb:maj/6",4,1
"Ab:maj/7","G:maj",4,1
"Ab:maj/7","Gb:maj",4,1
"Ab:maj6","Eb:maj/5",4,1
"Ab:maj6/2","Bb:maj7",4,1
"Ab:maj7","Db:maj",4,2
"Ab:maj7","F:min7",4,1
"Ab:maj7","G:sus4",4,1
"Ab:maj7/3","Bb:maj",4,1
"Ab:min","Bb:maj",4,1
"Ab:min","Bb:min",4,1
"Ab:min","Eb:7/3",4,1
"Ab:min9","Bb:sus4",4,1
"Ab:min9","G:maj7/2",4,1
"B:13","B:7",4,1
"B:7","A:11",4,1
"B:7","A:maj/5",4,1
"B:7","B:13",4,1
"B:7","B:7/5",4,1
"B:7","D:7",4,1
"B:7","F#:7",4,1
"B:7/3","B:7/5",4,1
"B:7/5","B:7(b9)",4,1
"B:maj","A:sus2",4,1
"B:maj","B:min",4,2
"B:maj","Eb:7/5",4,1
"B:maj","F#:sus4",4,1
"B:maj(9)","G#:min7",4,1
"B:maj/5","B:maj",4,1
"B:maj/5","C#:5",4,1
"B:maj/5","F#:7",4,1
"B:maj/5","F#:maj",4,1
"B:maj/b6","C:maj",4,1
"B:maj/b7","C#:min9",4,1
"B:maj/b7","G#:min",4,1
"B:maj7","Bb:min7",4,1
"B:min","F#:5",4,1
"B:min(11)","D:maj",4,1
"B:min(11)","G:maj",4,2
"B:min/4","B:min",4,2
"B:min7","A:min",4,2
"B:min7","A:min/b3",4,1
"B:min7","A:sus2",4,1
"B:min7","D:maj/5",4,2
"B:sus4(b7)","E:min",4,1
"Bb:13","Eb:maj",4,1
"Bb:5","B:5",4,3
"Bb:5","C:maj",4,1
"Bb:5(b7)/5","Eb:min7",4,1
"Bb:7","Eb:maj7",4,2
"Bb:7","Eb:min7",4,2
"Bb:7(b9)","Eb:min7",4,2
"Bb:7/5","E:hdim7",4,1
"Bb:7/5","Eb:7",4,1
"Bb:hdim7/b5","Ab:maj",4,1
"Bb:maj","B:maj",4,2
"Bb:maj","Bb:maj/2",4,1
"Bb:maj","Bb:maj6",4,1
"Bb:maj","D:7/5",4,1
"Bb:maj","D:hdim7",4,1
"Bb:maj","D:min11",4,1
"Bb:maj","F:min/4",4,1
"Bb:maj","F:sus4(b7)",4,1
"Bb:maj(9)","C:sus4",4,1
"Bb:maj(9)/3","D:min7",4,1
"Bb:maj/3","D:min",4,1
"Bb:maj/3","G:maj/5",4,2
"Bb:maj/6","B:maj/b6",4,1
"Bb:maj/b7","Eb:maj/3",4,1
"Bb:maj6","Bb:7",4,1
"Bb:maj6(9)","C:maj(9)",4,1
"Bb:maj7","A:(b5,b7,3)",4,1
"Bb:maj7","Ab:maj6/2",4,1
"Bb:maj7","C:min7",4,2
"Bb:maj7","D:min",4,2
"Bb:maj7","D:min7",4,2
"Bb:maj7","F:maj/3",4,2
"Bb:maj7","G:9/3",4,1
"Bb:min","Ab:7/3",4,1
"Bb:min","F:7",4,2
"Bb:min11","Gb:maj13",4,1
"Bb:min7","Eb:7(b13)",4,1
"Bb:min7","Eb:sus4(b7,9)",4,1
"Bb:sus4","C:maj",4,2
"Bb:sus4(b7)/4","Eb:maj",4,1
"Bb:sus4(b7,9)","Bb:maj",4,2
"C#:5","F#:min",4,1
"C#:dim","D:min",4,1
"C#:dim7","D:min",4,1
"C#:maj","D:maj",4,3
"C#:maj","F#:7",4,1
"C#:min","E:maj/5",4,1
"C#:min","F#:7",4,3
"C#:min","G#:min7",4,1
"C#:min/b7","B:maj/b7",4,1
"C#:min7","F#:9",4,1
"C#:min7","F#:min",4,2
"C:5","A:maj",4,1
"C:5","Ab:maj",4,1
"C:7","D:min",4,1
"C:7","Eb:maj6(9)",4,1
"C:7","F:maj/5",4,1
"C:7","F:min9",4,1
"C:7/3","F:maj",4,1
"C:maj","B:sus4",4,1
"C:maj","C#:dim7",4,1
"C:maj","C:11",4,2
"C:maj","D:5",4,1
"C:maj","G:7/5",4,1
"C:maj","G:sus4(b7,9)",4,1
"C:maj","G:sus4/4",4,1
"C:maj(11)","G:min7(11)",4,1
"C:maj(9)","G:maj(9)",4,1
"C:maj(9)","G:maj(9)/3",4,2
"C:maj(9)","G:min7",4,1
"C:maj/#4","D:maj/3",4,1
"C:maj/2","E:min",4,2
"C:maj/2","G:maj/5",4,1
"C:maj/3","D:min7",4,2
"C:maj/3","E:7(b13)/3",4,1
"C:maj/4","Bb:maj",4,2
"C:maj/5","F:maj",4,2
"C:maj/7","A:min",4,1
"C:maj6","G:sus4",4,1
"C:maj7","C:maj/5",4,1
"C:maj7","F:maj/5",4,1
"C:min","Bb:sus4",4,2
"C:min","C:minmaj7",4,3
"C:min","D:min",4,1
"C:min","Eb:maj/2",4,1
"C:min","F:min(9)",4,1
"C:min/b3","C:min",4,1
"C:min11","Bb:maj",4,1
"C:min11","Eb:maj",4,1
"C:min7","C:maj7",4,1
"C:min7","D:maj",4,1
"C:min7","D:maj/b7",4,1
"C:min7","F:7(b9)",4,1
"C:min7","F:9",4,2
"C:min7","F:min",4,1
"C:min9","Eb:min9",4,2
"C:min9","F:9/5",4,1
"C:sus4(b7)","C:maj6",4,1
"C:sus4(b7,9)","C:7",4,2
"D#:7","G#:min",4,2
"D#:dim","A:maj",4,1
"D#:dim/b2","E:7",4,1
"D:1/1","D:min",4,3
"D:1/1","G:1/1",4,3
"D:1/1","G:maj",4,3
"D:11","C:maj",4,1
"D:5","C:maj",4,2
"D:5","E:maj/b7",4,1
"D:5","F:maj/6",4,1
"D:5","G:5",4,1
"D:7","B:maj",4,1
"D:7","C:min",4,1
"D:7","D:7/3",4,1
"D:7","D:min",4,1
"D:7/5","G:min",4,1
"D:9","D:7",4,1
"D:9","G:min7",4,1
"D:hdim7","C:maj",4,1
"D:hdim7","D:min7",4,1
"D:hdim7","G:7",4,1
"D:maj","A:5/4",4,1
"D:maj","A:maj/5",4,1
"D:maj","A:sus2",4,2
"D:maj","C:1/1",4,1
"D:maj","C:5",4,1
"D:maj","D:1/1",4,2
"D:maj","Db:maj",4,3
"D:maj(9)","D:7",4,1
"D:maj(9)","E:sus4(b7)",4,1
"D:maj(9)","G:maj(9)",4,1
"D:maj(b9)","D:maj",4,1
"D:maj/2","E:maj",4,2
"D:maj/2","E:maj/4",4,1
"D:maj/3","A:maj/5",4,1
"D:maj/3","C:maj(9)/3",4,1
"D:maj/3","C:maj/3",4,1
"D:maj/3","E:min7",4,2
"D:maj/5","B:min",4,1
"D:maj/5","D:sus4",4,1
"D:maj/7","A:maj",4,1
"D:maj/7","B:min",4,1
"D:maj/7","C:maj",4,1
"D:maj/b7","C:maj",4,2
"D:maj/b7","D:maj/6",4,1
"D:maj/b7","Db:maj7/7",4,1
"D:maj6","A:min7",4,1
"D:maj6","Bb:maj6",4,1
"D:maj6","D:maj",4,1
"D:maj6","E:min",4,1
"D:maj6","G:maj",4,1
"D:maj6/2","E:maj",4,1
"D:maj7","A:7(b9,b13)",4,1
"D:maj7","E:sus4(b7)",4,2
"D:maj7","F#:min7",4,1
"D:maj7/3","E:sus4(b7)",4,1
"D:maj9","A:11",4,1
"D:maj9","D:7",4,1
"D:maj9","D:9",4,1
"D:maj9","G:maj9",4,1
"D:min","C:min/b3",4,1
"D:min","D:minmaj7",4,2
"D:min","E:min",4,2
"D:min","G:sus4",4,2
"D:min/4","C:maj/5",4,1
"D:min/b7","Bb:maj",4,2
"D:min11","Bb:maj(9)/3",4,1
"D:min6/5","A:5",4,1
"D:min7","A:min/b3",4,1
"D:min7","Bb:maj/3",4,2
"D:min9","A:min7",4,1
"D:minmaj7","D:min7",4,2
"D:sus2/2","E:min",4,1
"D:sus4(b7)","Bb:maj",4,1
"Db:(b7)","Gb:(b7)",4,1
"Db:7","C:7",4,1
"Db:7","Eb:7(#9)",4,1
"Db:7","Gb:7/5",4,1
"Db:7(#11)","C:min",4,1
"Db:dim","F:7/5",4,1
"Db:hdim7","E:min7/5",4,1
"Db:maj","Ab:min",4,1
"Db:maj","Bb:maj",4,1
"Db:maj","Db:sus4",4,1
"Db:maj","Eb:sus4(b7)",4,2
"Db:maj7","Eb:maj",4,1
"Db:maj7/7","C:maj",4,1
"Db:maj9","Bb:min9",4,1
"Db:min","Eb:7",4,1
"Db:min7","Bb:min7",4,1
"E:1/1","B:1/1",4,3
"E:11","A:maj7",4,1
"E:5","A:maj/5",4,1
"E:7","A:maj(9)",4,1
"E:7","B:7/5",4,1
"E:7","B:min7",4,1
"E:7","Eb:min7",4,1
"E:7","G:maj",4,2
"E:7(b13)/3","E:7/3",4,1
"E:7/3","D:maj",4,1
"E:7/3","G:maj6",4,1
"E:hdim7","F:sus4(b7)",4,1
"E:hdim7/b7","D:maj",4,1
"E:maj","A:maj9",4,1
"E:maj","A:min7",4,2
"E:maj","B:maj7",4,2
"E:maj","C#:min(9)",4,1
"E:maj","D:maj/2",4,2
"E:maj","D:maj6(9)",4,1
"E:maj","D:maj6/2",4,1
"E:maj","E:min",4,2
"E:maj/3","A:maj(9)",4,1
"E:maj/3","B:sus4/b7",4,1
"E:maj/5","A:maj/3",4,1
"E:maj/5","G#:7(#9)",4,1
"E:maj/b5","Eb:maj",4,1
"E:maj/b7","E:min/b7",4,1
"E:maj6(9)","G#:min7",4,1
"E:maj7","E:7",4,2
"E:min","B:7/3",4,1
"E:min","B:min/b3",4,1
"E:min","D:maj/b7",4,2
"E:min","D:maj7",4,1
"E:min","D:min/4",4,1
"E:min","D:sus2/2",4,1
"E:min","F:maj/7",4,1
"E:min/b3","D:maj",4,1
"E:min/b3","E:maj",4,1
"E:min/b3","F:maj6",4,1
"E:min/b7","E:hdim7/b7",4,1
"E:min11","E:min7",4,1
"E:min7","F:maj6(9)",4,1
"E:min9","A:maj",4,1
"E:sus2(b7)","G:maj7",4,1
"E:sus4(9)","C#:min7",4,1
"E:sus4(b7)","A:maj9",4,1
"E:sus4(b7,9)","A:maj",4,1
"Eb:11","Eb:maj/b7",4,1
"Eb:5","Db:5",4,1
"Eb:7","Db:min",4,2
"Eb:7(#9)","Bb:7",4,1
"Eb:7(#9)","Db:maj",4,1
"Eb:7(b13)","Ab:min9",4,1
"Eb:7/3","Db:min",4,1
"Eb:7/5","G#:min",4,1
"Eb:maj","B:maj",4,1
"Eb:maj","Bb:sus4(b7)/4",4,1
"Eb:maj","Bb:sus4(b7,9)",4,2
"Eb:maj","C:7",4,3
"Eb:maj","D:maj",4,3
"Eb:maj","Eb:7/b7",4,1
"Eb:maj","Eb:aug",4,1
"Eb:maj","Eb:maj/b7",4,2
"Eb:maj","Eb:sus4(b7)",4,1
"Eb:maj(9)","Ab:maj",4,1
"Eb:maj/3","Bb:maj",4,1
"Eb:maj/3","C:maj",4,1
"Eb:maj/3","Eb:min/b3",4,1
"Eb:maj7","A:7(#11)",4,1
"Eb:maj7","Db:7",4,1
"Eb:min","Ab:min",4,2
"Eb:min","Cb:maj",4,1
"Eb:min","Gb:maj6",4,2
"Eb:min(9)","Db:maj(9)",4,1
"Eb:min/b3","Bb:maj/5",4,1
"Eb:min/b3","Eb:min",4,1
"Eb:min7","Ab:11",4,1
"Eb:min7","Ab:7/5",4,1
"Eb:min7","Gb:maj",4,2
"Eb:min9","Bb:maj",4,1
"Eb:sus4","Eb:maj(9)",4,1
"Eb:sus4(b7,9)","Eb:7/b7",4,1
"F#:5","B:7",4,1
"F#:7","D:maj",4,3
"F#:7","F#:min7",4,2
"F#:9","B:min7",4,1
"F#:dim","D:min7",4,2
"F#:maj","C#:min",4,1
"F#:maj","C#:min9",4,1
"F#:maj","F#:7",4,1
"F#:maj(11)","E:maj",4,1
"F#:maj/2","G#:min",4,1
"F#:maj/2","G#:min7",4,1
"F#:min","F#:min7/b7",4,1
"F#:min","F:1/1",4,1
"F#:min","F:maj",4,1
"F#:min7","B:sus4(b7,9)",4,2
"F#:min7","E:min",4,2
"F#:min7/b7","D:maj",4,1
"F#:sus4","B:maj",4,2
"F#:sus4","E:9",4,1
"F#:sus4(b7)","B:7",4,1
"F:(b5,11)","Bb:5(b7)/5",4,1
"F:1/1","E:min",4,1
"F:13","Bb:maj",4,2
"F:7","Ab:7",4,1
"F:7","C:maj/5",4,1
"F:7","E:7",4,1
"F:7","F:sus4(b7)",4,2
"F:7(b9)","Db:maj9",4,1
"F:7/5","Bb:maj",4,1
"F:maj","Ab:maj(9)",4,1
"F:maj","Bb:maj6(9)",4,1
"F:maj","Bb:sus2",4,1
"F:maj","C:min",4,1
"F:maj","Db:maj",4,2
"F:maj","F:aug",4,3
"F:maj(9)","Bb:maj(9)",4,1
"F:maj(9)","C:maj/3",4,1
"F:maj/2","E:min",4,1
"F:maj/3","Ab:maj",4,1
"F:maj/3","G:7",4,1
"F:maj/3","G:maj",4,2
"F:maj/3","G:min7(11)",4,1
"F:maj/5","C:7",4,1
"F:maj/5","C:maj7",4,1
"F:maj/5","E:min7",4,1
"F:maj/5","Eb:maj",4,2
"F:maj/6","C:maj/2",4,1
"F:maj6(9)","C:maj",4,1
"F:min","Bb:hdim7/b5",4,1
"F:min","Bb:sus4(b7,9)",4,2
"F:min","C:maj/5",4,2
"F:min","Db:maj/3",4,1
"F:min","Eb:min/b3",4,1
"F:min","F:min/b7",4,2
"F:min","F:min7/b3",4,1
"F:min(9)","Bb:min7",4,1
"F:min(9)","Bb:sus4",4,1
"F:min/4","Ab:maj7/3",4,1
"F:min/4","E:maj/b5",4,1
"F:min/b3","G:maj",4,2
"F:min7","Bb:13",4,1
"F:min7","Gb:maj7",4,2
"F:min7/b3","Bb:maj",4,1
"F:min9","C:min",4,1
"F:min9","G:min7/5",4,1
"F:sus4","D:7",4,1
"F:sus4(9)","F:min(9)",4,1
"F:sus4(b7)","Bb:7",4,1
"F:sus4(b7,9)","F:7",4,1
"Fb:maj","D:maj",4,1
"G#:7(#9)","G#:7(b9)",4,1
"G#:min7","B:7",4,1
"G#:min7","B:maj(9)",4,1
"G#:min7","F#:maj(11)",4,1
"G#:min7","F#:min",4,1
"G#:min9","F#:min7",4,1
"G:11","G:maj",4,2
"G:13","G:9(b13)",4,1
"G:13","G:dim",4,1
"G:5","E:5(b7)",4,1
"G:7","A:7/5",4,1
"G:7","B:7",4,1
"G:7/5","E:maj",4,1
"G:9","G:sus4(b7,9)",4,1
"G:9/3","F:maj",4,1
"G:aug(b7)","C:maj",4,2
"G:dim","G:sus4(b7)",4,1
"G:maj","A:sus4",4,3
"G:maj","Ab:maj",4,3
"G:maj","D:11",4,1
"G:maj","D:maj(b9)",4,1
"G:maj","E:7/3",4,1
"G:maj","F:7",4,1
"G:maj","G:min",4,2
"G:maj(9)","D:maj7/3",4,1
"G:maj(9)/3","A:min7",4,2
"G:maj(9)/3","C:maj(9)",4,1
"G:maj/2","A:min",4,1
"G:maj/3","F:maj/3",4,2
"G:maj/4","F:maj/5",4,2
"G:maj/5","A:min7",4,1
"G:maj/7","E:maj",4,1
"G:maj/b7","F:maj7",4,1
"G:maj6","D:7/3",4,1
"G:maj7","A:sus4",4,1
"G:maj7","C:sus4(b7,9,13)",4,1
"G:maj7","F#:min/b3",4,1
"G:maj7/2","D:maj9",4,1
"G:maj9","C:maj/#4",4,1
"G:min","A:dim/b5",4,1
"G:min","A:sus4/5",4,1
"G:min","Ab:maj6",4,1
"G:min","Bb:7/5",4,1
"G:min","F:min",4,1
"G:min","Gb:min",4,1
"G:min11","F:maj(9)",4,1
"G:min7","Bb:maj7",4,1
"G:min7","C:sus4",4,1
"G:min7","C:sus4(b7)",4,3
"G:min7","Db:7(#11)",4,1
"G:sus4","F#:sus4",4,1
"G:sus4","F:maj",4,1
"G:sus4(b7)","G:13",4,1
"G:sus4(b7)/4","A:min7/b3",4,1
"G:sus4(b7,9,13)","E:maj",4,1
"G:sus4/4","C:maj",4,1
"Gb:7","F:7",4,1
"Gb:maj","Db:min7",4,1
"Gb:maj","Eb:maj",4,2
"Gb:maj(11)","F:(b5,11)",4,1
"Gb:maj(9)/2","Ab:maj6",4,1
"Gb:maj6","Ab:maj6",4,1
"Gb:maj6(9)","Ab:sus4(b7)",4,1
"Gb:maj7","Ab:min7",4,1
"Gb:maj7","Gb:maj6",4,2
"Gb:min","F:min",4,1
"Gb:sus2","Gb:maj",4,1
"A#:dim","A:maj/2",3,1
"A:(#5)","A:5",3,1
"A:(11)","D:maj",3,1
"A:(11,9)","A#:dim",3,1
"A:(b5,b7,3)","Bb:maj7",3,1
"A:(b5,b7,3)/b5","D:7",3,1
"A:1/1","B:min7",3,1
"A:1/1","Bb:1/1",3,2
"A:1/1","E:7(#9)",3,1
"A:11","A:maj9",3,1
"A:11","B:min7",3,1
"A:5","D:min6/5",3,1
"A:5/4","D:5",3,1
"A:7","A:(b5,b7,3)/b5",3,1
"A:7","B:min",3,1
"A:7","D:hdim7",3,1
"A:7(b9)/5","A:7(b9)/b7",3,1
"A:7(b9)/b7","F:maj",3,1
"A:7/5","D:maj",3,1
"A:7/b7","C:9",3,1
"A:9","D:11",3,1
"A:9/3","D:min11",3,1
"A:dim","Bb:min",3,1
"A:dim/b3","Eb:7(b13)",3,1
"A:maj","A:sus2(b7)",3,1
"A:maj","Bb:9",3,1
"A:maj","C#:7",3,1
"A:maj","C:7",3,1
"A:maj","D:5",3,2
"A:maj","Eb:maj",3,1
"A:maj","F#:7/3",3,1
"A:maj","F#:maj/3",3,1
"A:maj","G:sus4",3,1
"A:maj(9)","D:maj",3,1
"A:maj(9)/3","D:maj7",3,1
"A:maj/2","D:maj/5",3,1
"A:maj/3","C:maj",3,1
"A:maj/4","E:maj",3,1
"A:maj/5","B:min",3,1
"A:maj/5","D:maj/2",3,1
"A:maj/b7","F#:maj",3,1
"A:maj6","B:sus4(b7)",3,1
"A:maj6","E:sus4(b7,9)",3,1
"A:maj7","A:min6",3,1
"A:maj7","B:maj",3,1
"A:maj7","B:min7",3,2
"A:maj7","E:maj",3,1
"A:maj7","F#:min7",3,3
"A:maj7","G#:7",3,1
"A:maj7/7","F#:min7",3,1
"A:maj9","B:min/b7",3,1
"A:maj9/3","F#:min7",3,1
"A:min","Bb:maj(9)",3,1
"A:min","F:maj6(9)",3,1
"A:min","F:min/b3",3,1
"A:min/5","D:min",3,2
"A:min/b6","A:min",3,1
"A:min/b6","F:maj",3,1
"A:min/b7","G:sus4(b7)",3,1
"A:min11","C:maj",3,1
"A:min7","D:11",3,1
"A:min7/b3","G:sus4(b7)/4",3,1
"A:sus2(b7)","D:maj/5",3,1
"A:sus4(9)","Bb:maj",3,1
"A:sus4(b7)","D:maj(9)",3,2
"A:sus4(b7,9)","B:min7",3,1
"A:sus4(b7,9)","D:1/1",3,1
"Ab:1/1","Cb:1/1",3,1
"Ab:11","Db:maj",3,1
"Ab:13","Db:maj",3,1
"Ab:5","A:5",3,2
"Ab:7","A:maj",3,1
"Ab:7","Bb:7",3,2
"Ab:7","Bb:aug",3,1
"Ab:7","Bb:maj",3,1
"Ab:7(b9,b13)","Db:maj7",3,1
"Ab:9","D:5",3,1
"Ab:hdim7","C:min7",3,1
"Ab:maj","Ab:7(b9,b13)",3,1
"Ab:maj","Ab:maj7/7",3,1
"Ab:maj","Db:7",3,2
"Ab:maj","Db:maj9",3,1
"Ab:maj(9)","G:min7",3,1
"Ab:maj/2","Eb:maj/5",3,1
"Ab:maj/5","Eb:7",3,2
"Ab:maj/7","F:min",3,1
"Ab:maj6","Bb:1/1",3,1
"Ab:maj6","Bb:maj",3,1
"Ab:maj6(9)","Bb:maj",3,1
"Ab:maj7/7","F:min",3,1
"Ab:min","B:maj",3,1
"Ab:min","Bb:min7",3,1
"Ab:min","Eb:maj",3,2
"Ab:min7","Eb:min7",3,2
"Ab:sus4(b7)","Ab:7",3,1
"Ab:sus4(b7)","F:7/3",3,1
"Ab:sus4(b7,9)","Db:maj(9)",3,1
"B:1/1","Bb:1/1",3,1
"B:1/1","C:1/1",3,2
"B:1/1","D:1/1",3,2
"B:1/1","G:1/1",3,2
"B:1/1","G:maj/5",3,1
"B:5","C:5",3,3
"B:7","B:maj",3,2
"B:7","G:maj",3,2
"B:7(#11)","Bb:min7(11)",3,1
"B:7(b9)/b2","E:maj",3,1
"B:aug/5","B:1/1",3,1
"B:dim","Bb:1/1",3,1
"B:hdim7","E:7",3,1
"B:maj","A:5",3,1
"B:maj","A:sus4",3,1
"B:maj","Ab:maj",3,1
"B:maj","B:maj/7",3,2
"B:maj","B:maj/b7",3,1
"B:maj","G#:maj",3,1
"B:maj/b7","E:maj(9)/3",3,1
"B:maj6","C#:5",3,1
"B:maj6(b7)","D:maj",3,1
"B:maj6/5","B:aug/5",3,1
"B:maj7","B:7",3,1
"B:maj7","B:maj",3,1
"B:maj7","E:maj7",3,1
"B:maj9","E:maj6(9)",3,1
"B:min","B:min(11)/7",3,1
"B:min","C:maj/2",3,1
"B:min","E:1/1",3,1
"B:min(11)/7","B:min/b7",3,1
"B:min/4","B:maj",3,1
"B:min/4","E:maj",3,1
"B:min/4","E:sus4(b7)",3,1
"B:min/4","G:maj",3,1
"B:min/5","D#:min",3,1
"B:min/5","F#:maj/5",3,1
"B:min/b7","C:maj9",3,1
"B:min/b7","E:7",3,1
"B:min/b7","F#:min",3,1
"B:min7","A:maj(9)/3",3,1
"B:min7","E:1/1",3,1
"B:min7","E:7(#11)",3,1
"B:min7","E:min11",3,1
"B:min7","E:sus4",3,2
"B:min7/4","A:maj6(9)",3,1
"B:min9","A:maj/4",3,1
"B:min9","G:maj6",3,1
"B:sus4(b7)","A:maj",3,1
"B:sus4(b7)","B:min7",3,2
"B:sus4(b7)","C#:min/b7",3,1
"B:sus4(b7,9)","C#:min",3,1
"Bb:1/1","Bb:min",3,2
"Bb:1/1","D:1/1",3,1
"Bb:1/1","Db:1/1",3,2
"Bb:11","Eb:maj",3,1
"Bb:11","Eb:maj9",3,1
"Bb:11","F:min",3,1
"Bb:5","D:5",3,1
"Bb:5","G:maj",3,1
"Bb:5/2","C:5",3,2
"Bb:7","Bb:sus4(b7,9)",3,2
"Bb:7","Eb:7(#9)",3,1
"Bb:7","F:sus4(b7)",3,2
"Bb:aug","Bb:maj",3,1
"Bb:aug","Cb:maj",3,1
"Bb:dim","Db:dim",3,1
"Bb:maj","C:11",3,1
"Bb:maj","C:min7(11)",3,1
"Bb:maj","Cb:maj7(#11)",3,1
"Bb:maj","D:7/3",3,1
"Bb:maj","Eb:min(b13)",3,1
"Bb:maj(9)","Eb:maj9",3,1
"Bb:maj/2","C:7",3,2
"Bb:maj/3","C:7",3,2
"Bb:maj/3","C:min7",3,1
"Bb:maj/3","D:1/1",3,1
"Bb:maj/3","Eb:sus4",3,1
"Bb:maj/5","F:7",3,2
"Bb:maj/b7","Ab:hdim7",3,1
"Bb:maj6","Bb:aug",3,1
"Bb:maj6","C:7",3,1
"Bb:maj6","D:maj",3,1
"Bb:maj6","D:maj6",3,1
"Bb:maj6","F:7",3,1
"Bb:maj6","F:maj/5",3,1
"Bb:maj7/2","Bb:maj/2",3,1
"Bb:min","A:7(b9)/5",3,1
"Bb:min","Bb:minmaj7/7",3,1
"Bb:min11","Bb:min11/b7",3,1
"Bb:min11/b7","Gb:maj6(9)",3,1
"Bb:min6","F:maj",3,2
"Bb:min7","G:min7",3,1
"Bb:min7/b7","Eb:maj",3,1
"Bb:minmaj7/7","Bb:min7/b7",3,1
"Bb:sus4(9)","Ab:maj",3,1
"Bb:sus4(b7)","D:min7",3,1
"C#:5","C#:sus4(b7)",3,1
"C#:7","D:maj7(#11)",3,1
"C#:7","F#:min/5",3,1
"C#:7(b9)","F#:7",3,1
"C#:dim","D:maj",3,3
"C#:hdim7","C:maj",3,1
"C#:min(9)","C#:min",3,1
"C#:min/3","A:maj/5",3,1
"C#:min7","A:maj7",3,1
"C#:min7","C#:sus2(b7)",3,1
"C#:min7","C#:sus4(b7)",3,1
"C#:min7/b3","B:1/1",3,1
"C#:min7/b3","E:maj",3,1
"C#:min9/b7","A:maj7",3,1
"C#:min9/b7","A:maj7(#11)",3,1
"C#:sus2(b7)","E:maj",3,1
"C#:sus4(b7)","C#:7",3,2
"C:1/1","F:5",3,1
"C:11","F:11",3,1
"C:13","C#:(b3,b7,11,9)",3,1
"C:5","C:7(#9)",3,1
"C:5","D:min",3,2
"C:5","G:maj",3,1
"C:7","A:min7",3,2
"C:7","Ab:maj",3,1
"C:7","Bb:maj/2",3,1
"C:7","C:min",3,2
"C:7","Eb:7",3,1
"C:7","F:maj9",3,1
"C:7(#9)","Bb:min7",3,1
"C:7/3","C:7",3,1
"C:7/3","Eb:maj",3,1
"C:9(#11)","Cb:maj7",3,1
"C:aug","C:maj6",3,1
"C:dim","F#:maj/5",3,1
"C:maj","A:9/3",3,1
"C:maj","Bb:maj7/2",3,1
"C:maj","C:aug",3,1
"C:maj","C:maj/b7",3,1
"C:maj","C:sus2",3,3
"C:maj","C:sus4(b7)",3,2
"C:maj","E:maj/5",3,1
"C:maj","F:min6/5",3,1
"C:maj","F:sus2",3,1
"C:maj","G:5",3,1
"C:maj","G:min/b3",3,1
"C:maj","G:min11",3,1
"C:maj","G:sus4(9)",3,1
"C:maj(9)","Bb:maj6(9)",3,1
"C:maj(9)/3","D:maj/3",3,1
"C:maj/2","Bb:maj/3",3,1
"C:maj/2","G:5",3,1
"C:maj/2","G:5/4",3,1
"C:maj/3","Bb:maj/5",3,1
"C:maj/3","C:min/b3",3,1
"C:maj/3","F:7",3,1
"C:maj/3","F:maj(9)",3,1
"C:maj/5","A:7",3,1
"C:maj/b7","D:min",3,1
"C:maj6","C:7",3,1
"C:maj6","C:maj7",3,1
"C:maj6","C:sus4(b7)",3,1
